geo_id,geo_name,year,component,value,note
state:Alabama,Alabama,2021,dv_rate,0.0,Derived from Master CSV (state-year aggregate).
state:Alabama,Alabama,2021,sexual_assault_rate,0.0,Derived from Master CSV (state-year aggregate).
state:Alabama,Alabama,2021,firearm_share,0.0,Derived from Master CSV (state-year aggregate).
state:Alabama,Alabama,2021,dating_partner_share,0.0,Derived from Master CSV (state-year aggregate).
state:Alabama,Alabama,2021,reporting_proxy,0.8717720219299095,Derived from Master CSV (state-year aggregate).
state:Alabama,Alabama,2022,dv_rate,0.0,Derived from Master CSV (state-year aggregate).
state:Alabama,Alabama,2022,sexual_assault_rate,0.0,Derived from Master CSV (state-year aggregate).
state:Alabama,Alabama,2022,firearm_share,0.0196078431372549,Derived from Master CSV (state-year aggregate).
state:Alabama,Alabama,2022,dating_partner_share,0.0,Derived from Master CSV (state-year aggregate).
state:Alabama,Alabama,2022,reporting_proxy,5.229428351704692,Derived from Master CSV (state-year aggregate).
state:Alabama,Alabama,2023,dv_rate,0.0,Derived from Master CSV (state-year aggregate).
state:Alabama,Alabama,2023,sexual_assault_rate,0.0,Derived from Master CSV (state-year aggregate).
state:Alabama,Alabama,2023,firearm_share,0.03389830508474576,Derived from Master CSV (state-year aggregate).
state:Alabama,Alabama,2023,dating_partner_share,0.0,Derived from Master CSV (state-year aggregate).
state:Alabama,Alabama,2023,reporting_proxy,6.044338810801951,Derived from Master CSV (state-year aggregate).
state:Alabama,Alabama,2024,dv_rate,0.08745195608162765,Derived from Master CSV (state-year aggregate).
state:Alabama,Alabama,2024,sexual_assault_rate,0.0,Derived from Master CSV (state-year aggregate).
state:Alabama,Alabama,2024,firearm_share,0.0,Derived from Master CSV (state-year aggregate).
state:Alabama,Alabama,2024,dating_partner_share,0.043478260869565216,Derived from Master CSV (state-year aggregate).
state:Alabama,Alabama,2024,reporting_proxy,2.011394989877436,Derived from Master CSV (state-year aggregate).
state:Alaska,Alaska,2021,dv_rate,0.0,Derived from Master CSV (state-year aggregate).
state:Alaska,Alaska,2021,sexual_assault_rate,0.0,Derived from Master CSV (state-year aggregate).
state:Alaska,Alaska,2021,firearm_share,0.0,Derived from Master CSV (state-year aggregate).
state:Alaska,Alaska,2021,dating_partner_share,0.0,Derived from Master CSV (state-year aggregate).
state:Alaska,Alaska,2021,reporting_proxy,0.786994356126189,Derived from Master CSV (state-year aggregate).
state:Alaska,Alaska,2022,dv_rate,0.0,Derived from Master CSV (state-year aggregate).
state:Alaska,Alaska,2022,sexual_assault_rate,0.0,Derived from Master CSV (state-year aggregate).
state:Alaska,Alaska,2022,firearm_share,0.2222222222222222,Derived from Master CSV (state-year aggregate).
state:Alaska,Alaska,2022,dating_partner_share,0.0,Derived from Master CSV (state-year aggregate).
state:Alaska,Alaska,2022,reporting_proxy,1.3199238843893335,Derived from Master CSV (state-year aggregate).
state:Alaska,Alaska,2023,dv_rate,0.0,Derived from Master CSV (state-year aggregate).
state:Alaska,Alaska,2023,sexual_assault_rate,0.0,Derived from Master CSV (state-year aggregate).
state:Alaska,Alaska,2023,firearm_share,0.0,Derived from Master CSV (state-year aggregate).
state:Alaska,Alaska,2023,dating_partner_share,0.0,Derived from Master CSV (state-year aggregate).
state:Alaska,Alaska,2023,reporting_proxy,1.0225583679968446,Derived from Master CSV (state-year aggregate).
state:Alaska,Alaska,2024,dv_rate,0.0,Derived from Master CSV (state-year aggregate).
state:Alaska,Alaska,2024,sexual_assault_rate,0.0,Derived from Master CSV (state-year aggregate).
state:Alaska,Alaska,2024,firearm_share,0.18181818181818182,Derived from Master CSV (state-year aggregate).
state:Alaska,Alaska,2024,dating_partner_share,0.0,Derived from Master CSV (state-year aggregate).
state:Alaska,Alaska,2024,reporting_proxy,0.3945919381279841,Derived from Master CSV (state-year aggregate).
state:Arizona,Arizona,2021,dv_rate,0.0,Derived from Master CSV (state-year aggregate).
state:Arizona,Arizona,2021,sexual_assault_rate,0.0,Derived from Master CSV (state-year aggregate).
state:Arizona,Arizona,2021,firearm_share,0.006993006993006993,Derived from Master CSV (state-year aggregate).
state:Arizona,Arizona,2021,dating_partner_share,0.0,Derived from Master CSV (state-year aggregate).
state:Arizona,Arizona,2021,reporting_proxy,2.78365546521112,Derived from Master CSV (state-year aggregate).
state:Arizona,Arizona,2022,dv_rate,0.0,Derived from Master CSV (state-year aggregate).
state:Arizona,Arizona,2022,sexual_assault_rate,0.0,Derived from Master CSV (state-year aggregate).
state:Arizona,Arizona,2022,firearm_share,0.02631578947368421,Derived from Master CSV (state-year aggregate).
state:Arizona,Arizona,2022,dating_partner_share,0.0,Derived from Master CSV (state-year aggregate).
state:Arizona,Arizona,2022,reporting_proxy,5.92458625340079,Derived from Master CSV (state-year aggregate).
state:Arizona,Arizona,2023,dv_rate,0.03877111086986864,Derived from Master CSV (state-year aggregate).
state:Arizona,Arizona,2023,sexual_assault_rate,0.0,Derived from Master CSV (state-year aggregate).
state:Arizona,Arizona,2023,firearm_share,0.01485148514851485,Derived from Master CSV (state-year aggregate).
state:Arizona,Arizona,2023,dating_partner_share,0.0049504950495049506,Derived from Master CSV (state-year aggregate).
state:Arizona,Arizona,2023,reporting_proxy,7.831764395713465,Derived from Master CSV (state-year aggregate).
state:Arizona,Arizona,2024,dv_rate,0.0,Derived from Master CSV (state-year aggregate).
state:Arizona,Arizona,2024,sexual_assault_rate,0.0,Derived from Master CSV (state-year aggregate).
state:Arizona,Arizona,2024,firearm_share,0.015873015873015872,Derived from Master CSV (state-year aggregate).
state:Arizona,Arizona,2024,dating_partner_share,0.0,Derived from Master CSV (state-year aggregate).
state:Arizona,Arizona,2024,reporting_proxy,5.739910967603214,Derived from Master CSV (state-year aggregate).
state:Arkansas,Arkansas,2021,dv_rate,0.0,Derived from Master CSV (state-year aggregate).
state:Arkansas,Arkansas,2021,sexual_assault_rate,0.0,Derived from Master CSV (state-year aggregate).
state:Arkansas,Arkansas,2021,firearm_share,0.019417475728155338,Derived from Master CSV (state-year aggregate).
state:Arkansas,Arkansas,2021,dating_partner_share,0.0,Derived from Master CSV (state-year aggregate).
state:Arkansas,Arkansas,2021,reporting_proxy,5.195198224553616,Derived from Master CSV (state-year aggregate).
state:Arkansas,Arkansas,2022,dv_rate,0.09924917995365062,Derived from Master CSV (state-year aggregate).
state:Arkansas,Arkansas,2022,sexual_assault_rate,0.0,Derived from Master CSV (state-year aggregate).
state:Arkansas,Arkansas,2022,firearm_share,0.12745098039215685,Derived from Master CSV (state-year aggregate).
state:Arkansas,Arkansas,2022,dating_partner_share,0.00980392156862745,Derived from Master CSV (state-year aggregate).
state:Arkansas,Arkansas,2022,reporting_proxy,10.123416355272365,Derived from Master CSV (state-year aggregate).
state:Arkansas,Arkansas,2023,dv_rate,0.09852896258855291,Derived from Master CSV (state-year aggregate).
state:Arkansas,Arkansas,2023,sexual_assault_rate,0.0,Derived from Master CSV (state-year aggregate).
state:Arkansas,Arkansas,2023,firearm_share,0.06666666666666667,Derived from Master CSV (state-year aggregate).
state:Arkansas,Arkansas,2023,dating_partner_share,0.008333333333333333,Derived from Master CSV (state-year aggregate).
state:Arkansas,Arkansas,2023,reporting_proxy,11.823475510626348,Derived from Master CSV (state-year aggregate).
state:Arkansas,Arkansas,2024,dv_rate,0.0,Derived from Master CSV (state-year aggregate).
state:Arkansas,Arkansas,2024,sexual_assault_rate,0.04896032744666996,Derived from Master CSV (state-year aggregate).
state:Arkansas,Arkansas,2024,firearm_share,0.008064516129032258,Derived from Master CSV (state-year aggregate).
state:Arkansas,Arkansas,2024,dating_partner_share,0.0,Derived from Master CSV (state-year aggregate).
state:Arkansas,Arkansas,2024,reporting_proxy,6.071080603387076,Derived from Master CSV (state-year aggregate).
state:California,California,2021,dv_rate,0.0,Derived from Master CSV (state-year aggregate).
state:California,California,2021,sexual_assault_rate,0.006970229452983363,Derived from Master CSV (state-year aggregate).
state:California,California,2021,firearm_share,0.0,Derived from Master CSV (state-year aggregate).
state:California,California,2021,dating_partner_share,0.0,Derived from Master CSV (state-year aggregate).
state:California,California,2021,reporting_proxy,0.6900527158453529,Derived from Master CSV (state-year aggregate).
state:California,California,2022,dv_rate,0.05806197825869224,Derived from Master CSV (state-year aggregate).
state:California,California,2022,sexual_assault_rate,0.0,Derived from Master CSV (state-year aggregate).
state:California,California,2022,firearm_share,0.013664596273291925,Derived from Master CSV (state-year aggregate).
state:California,California,2022,dating_partner_share,0.004968944099378882,Derived from Master CSV (state-year aggregate).
state:California,California,2022,reporting_proxy,11.684973124561813,Derived from Master CSV (state-year aggregate).
state:California,California,2023,dv_rate,0.13059101867524117,Derived from Master CSV (state-year aggregate).
state:California,California,2023,sexual_assault_rate,0.029020226372275817,Derived from Master CSV (state-year aggregate).
state:California,California,2023,firearm_share,0.014756944444444444,Derived from Master CSV (state-year aggregate).
state:California,California,2023,dating_partner_share,0.0078125,Derived from Master CSV (state-year aggregate).
state:California,California,2023,reporting_proxy,16.71565039043087,Derived from Master CSV (state-year aggregate).
state:California,California,2024,dv_rate,0.023706969216763882,Derived from Master CSV (state-year aggregate).
state:California,California,2024,sexual_assault_rate,0.0026341076907515425,Derived from Master CSV (state-year aggregate).
state:California,California,2024,firearm_share,0.02178649237472767,Derived from Master CSV (state-year aggregate).
state:California,California,2024,dating_partner_share,0.006535947712418301,Derived from Master CSV (state-year aggregate).
state:California,California,2024,reporting_proxy,3.6271662901648742,Derived from Master CSV (state-year aggregate).
