year,ori,agency_name,agency_type,county,state,latitude,longitude,nibrs_participation
2021,AL0430200,Opelika Police Department,City,LEE,AL,32.604064,-85.353048,TRUE
2021,AL0430100,Auburn Police Department,City,LEE,AL,32.608086,-85.475136,TRUE
2021,AL0430000,Lee County Sheriff's Office,County,LEE,AL,32.604064,-85.353048,TRUE
2021,AL0070100,Centreville Police Department,City,BIBB,AL,33.015893,-87.127148,TRUE
2021,AL0070000,Bibb County Sheriff's Office,County,BIBB,AL,32.939995,-87.11683,TRUE
2021,AL0070300,West Blocton Police Department,City,BIBB,AL,33.015893,-87.127148,TRUE
2021,AL0070200,Brent Police Department,City,BIBB,AL,33.015893,-87.127148,TRUE
2021,AL0170000,Clay County Sheriff's Office,County,CLAY,AL,33.267809,-85.862051,TRUE
2021,AL0170200,Lineville Police Department,City,CLAY,AL,33.267809,-85.862051,TRUE
2021,AL0170100,Ashland Police Department,City,CLAY,AL,33.267809,-85.862051,TRUE
2021,AL0260900,Clayhatchee Police Department,City,DALE,AL,31.23572,-85.72021,TRUE
2021,AL0260000,Dale County Sheriff's Office,County,DALE,AL,31.430654,-85.609476,TRUE
2021,AL0260100,Ozark Police Department,City,DALE,AL,31.430654,-85.609476,TRUE
2021,AL0260200,Daleville Police Department,City,DALE,AL,31.430654,-85.609476,TRUE
2021,AL0260300,Level Plains Police Department,City,DALE,AL,31.430654,-85.609476,TRUE
2021,AL0260400,Napier Field Police Department,City,DALE,AL,31.314436,-85.453896,TRUE
2021,AL0260500,Newton Police Department,City,DALE,AL,31.430654,-85.609476,TRUE
2021,AL0260600,Midland City Police Department,City,DALE,AL,31.430654,-85.609476,TRUE
2021,AL0260700,Pinckard Police Department,City,DALE,AL,31.430654,-85.609476,TRUE
2021,AL0360100,Greensboro Police Department,City,HALE,AL,32.7041,-87.59217,TRUE
2021,AL0550100,Troy Police Department,City,PIKE,AL,31.798651,-85.941604,TRUE
2021,AL0550200,Brundidge Police Department,City,PIKE,AL,31.72041,-85.81567,TRUE
2021,AL0550300,Troy University,University or College,PIKE,AL,31.798651,-85.941604,TRUE
2021,AL0550000,Pike County Sheriff's Office,County,PIKE,AL,31.80726,-85.972015,TRUE
2021,AL0220200,Rockford Police Department,City,COOSA,AL,32.931445,-86.243482,TRUE
2021,AL0220100,Goodwater Police Department,City,COOSA,AL,32.931445,-86.243482,TRUE
2021,AL0220000,Coosa County Sheriff's Office,County,COOSA,AL,32.931445,-86.243482,TRUE
2021,AL0370000,Henry County Sheriff's Office,County,HENRY,AL,31.516978,-85.239971,TRUE
2021,AL0370100,Abbeville Police Department,City,HENRY,AL,31.516978,-85.239971,TRUE
2021,AL0370200,Headland Police Department,City,HENRY,AL,31.35161,-85.34198,TRUE
2021,AL0400100,Sulligent Police Department,City,LAMAR,AL,33.787085,-88.087431,TRUE
2021,AL0400400,Millport Police Department,City,LAMAR,AL,33.787085,-88.087431,TRUE
2021,AL0400200,Vernon Police Department,City,LAMAR,AL,33.787085,-88.087431,TRUE
2021,AL0400000,Lamar County Sheriff's Office,County,LAMAR,AL,33.787085,-88.087431,TRUE
2021,AL0460700,Tuskegee University,University or College,MACON,AL,32.387027,-85.692887,TRUE
2021,AL0460400,Franklin,,MACON,AL,,,TRUE
2021,AL0460000,Macon County Sheriff's Office,County,MACON,AL,32.40025,-85.63693,TRUE
2021,AL0460100,Tuskegee Police Department,City,MACON,AL,32.436695,-85.69221,TRUE
2021,AL0530000,Perry County Sheriff's Office,County,PERRY,AL,32.639005,-87.293827,TRUE
2021,AL0530100,Marion Police Department,City,PERRY,AL,32.639005,-87.293827,TRUE
2021,AL0530200,Uniontown Police Department,City,PERRY,AL,32.639005,-87.293827,TRUE
2021,AL0080100,Oneonta Police Department,City,BLOUNT,AL,33.943935,-86.47508,TRUE
2021,AL0080200,Blountsville Police Department,City,BLOUNT,AL,33.977448,-86.567246,TRUE
2021,AL0080300,Cleveland Police Department,City,BLOUNT,AL,33.977448,-86.567246,TRUE
2021,AL0080400,Snead Police Department,City,BLOUNT,AL,33.977448,-86.567246,TRUE
2021,AL0080000,Blount County Sheriff's Office,County,BLOUNT,AL,33.929085,-86.4896,TRUE
2021,AL0080500,Highland Lake Police Department,City,BLOUNT,AL,33.885117,-86.41327,TRUE
2021,AL0080800,Hayden,,BLOUNT,AL,,,TRUE
2021,AL0100200,Georgiana Police Department,City,BUTLER,AL,31.751667,-86.681969,TRUE
2021,AL0100100,Greenville Police Department,City,BUTLER,AL,31.751667,-86.681969,TRUE
2021,AL0160400,Fulton Police Department,City,CLARKE,AL,31.685521,-87.818624,TRUE
2021,AL0160000,Clarke County Sheriff's Office,County,CLARKE,AL,31.685521,-87.818624,TRUE
2021,AL0160100,Jackson Police Department,City,CLARKE,AL,31.685521,-87.818624,TRUE
2021,AL0160200,Thomasville Police Department,City,CLARKE,AL,31.685521,-87.818624,TRUE
2021,AL0160300,Grove Hill Police Department,City,CLARKE,AL,31.685521,-87.818624,TRUE
2021,AL0160600,Coffeeville Police Department,City,CLARKE,AL,31.685521,-87.818624,TRUE
2021,AL0190100,Elba Police Department,City,COFFEE,AL,31.402258,-85.989602,TRUE
2021,AL0190000,Coffee County Sheriff's Office,County,COFFEE,AL,31.402258,-85.989602,TRUE
2021,AL0190300,New Brockton Police Department,City,COFFEE,AL,31.402258,-85.989602,TRUE
2021,AL0190400,Kinston Police Department,City,COFFEE,AL,31.402258,-85.989602,TRUE
2021,AL0190500,Enterprise State Junior College,University or College,COFFEE,AL,31.402258,-85.989602,TRUE
2021,AL0270100,Selma Police Department,City,DALLAS,AL,32.33354,-87.114356,TRUE
2021,AL0270000,Dallas County Sheriff's Office,County,DALLAS,AL,32.33354,-87.114356,TRUE
2021,AL0281100,Fyffe Police Department,City,DEKALB,AL,34.460929,-85.803992,TRUE
2021,AL0281000,Crossville Police Department,City,DEKALB,AL,34.460929,-85.803992,TRUE
2021,AL0280800,Hammondville Police Department,City,DEKALB,AL,34.57885,-85.62933,TRUE
2021,AL0280700,Rainsville Police Department,City,DEKALB,AL,34.460929,-85.803992,TRUE
2021,AL0280600,Mentone Police Department,City,DEKALB,AL,34.460929,-85.803992,TRUE
2021,AL0280500,Powell Police Department,City,DEKALB,AL,34.460929,-85.803992,TRUE
2021,AL0280400,Henagar Police Department,City,DEKALB,AL,34.460929,-85.803992,TRUE
2021,AL0280300,Geraldine Police Department,City,DEKALB,AL,34.460929,-85.803992,TRUE
2021,AL0280000,DeKalb County Sheriff's Office,County,DEKALB,AL,34.460929,-85.803992,TRUE
2021,AL0280100,Fort Payne Police Department,City,DEKALB,AL,34.440315,-85.72332,TRUE
2021,AL0281400,Ider Police Department,City,DEKALB,AL,34.460929,-85.803992,TRUE
2021,AL0281300,Valley Head Police Department,City,DEKALB,AL,34.460929,-85.803992,TRUE
2021,AL0281200,Sylvania Police Department,City,DEKALB,AL,34.460929,-85.803992,TRUE
2021,AL0290100,Wetumpka Police Department,City,ELMORE,AL,32.597229,-86.142738,TRUE
2021,AL0290000,Elmore County Sheriff's Office,County,ELMORE,AL,32.597229,-86.142738,TRUE
2021,AL0290400,Coosada Police Department,City,ELMORE,AL,32.597229,-86.142738,TRUE
2021,AL0290300,Eclectic Police Department,City,ELMORE,AL,32.597229,-86.142738,TRUE
2021,AL0310500,Rainbow City Police Department,City,ETOWAH,AL,33.951508,-86.044334,TRUE
2021,AL0312200,Etowah County Drug Enforcement Unit,Other,ETOWAH,AL,34.047648,-86.034522,TRUE
2021,AL0311000,Walnut Grove Police Department,City,ETOWAH,AL,34.047648,-86.034522,TRUE
2021,AL0310600,Hokes Bluff Police Department,City,ETOWAH,AL,34.047648,-86.034522,TRUE
2021,AL0310200,Gadsden Police Department,City,ETOWAH,AL,34.047648,-86.034522,TRUE
2021,AL0310100,Attalla Police Department,City,ETOWAH,AL,34.022778,-86.08711,TRUE
2021,AL0310000,Etowah County Sheriff's Office,County,ETOWAH,AL,34.01584,-86.011925,TRUE
2021,AL0340200,Samson Police Department,City,GENEVA,AL,31.092392,-85.821011,TRUE
2021,AL0340300,Hartford Police Department,City,GENEVA,AL,31.092392,-85.821011,TRUE
2021,AL0340400,Slocomb Police Department,City,GENEVA,AL,31.092392,-85.821011,TRUE
2021,AL0340000,Geneva County Sheriff's Office,County,GENEVA,AL,31.092392,-85.821011,TRUE
2021,AL0340100,Geneva Police Department,City,GENEVA,AL,31.092392,-85.821011,TRUE
2021,AL0350100,Eutaw Police Department,City,GREENE,AL,32.844497,-87.9642,TRUE
2021,AL0350000,Greene County Sheriff's Office,County,GREENE,AL,32.844497,-87.9642,TRUE
2021,AL0490500,Brilliant Police Department,City,MARION,AL,34.138219,-87.881551,TRUE
2021,AL0490400,Hackleburg Police Department,City,MARION,AL,34.138219,-87.881551,TRUE
2021,AL0490300,Guin Police Department,City,MARION,AL,34.138219,-87.881551,TRUE
2021,AL049015A,District Attorney:,,MARION,AL,,,TRUE
2021,AL0490100,Hamilton Police Department,City,MARION,AL,34.138219,-87.881551,TRUE
2021,AL0490000,Marion County Sheriff's Office,County,MARION,AL,34.138219,-87.881551,TRUE
2021,AL0490700,Bear Creek Police Department,City,MARION,AL,34.138219,-87.881551,TRUE
2021,AL0020600,Bayou La Batre Police Department,City,MOBILE,AL,30.684572,-88.196568,TRUE
2021,AL0020700,Satsuma Police Department,City,MOBILE,AL,30.684572,-88.196568,TRUE
2021,AL0020800,Mount Vernon Police Department,City,MOBILE,AL,30.684572,-88.196568,TRUE
2021,AL0021200,Creola Police Department,City,MOBILE,AL,30.684572,-88.196568,TRUE
2021,AL0021300,Mobile Regional Airport,Other,MOBILE,AL,30.684572,-88.196568,TRUE
2021,AL0021400,University of South Alabama,University or College,MOBILE,AL,30.69486,-88.17397,TRUE
2021,AL0021500,Dauphin Island Police Department,City,MOBILE,AL,30.684572,-88.196568,TRUE
2021,AL0020000,Mobile County Sheriff's Office,County,MOBILE,AL,30.684572,-88.196568,TRUE
2021,AL0020100,Mobile Police Department,City,MOBILE,AL,30.673004,-88.09793,TRUE
2021,AL0020200,Prichard Police Department,City,MOBILE,AL,30.730814,-88.0808,TRUE
2021,AL0020300,Chickasaw Police Department,City,MOBILE,AL,30.684572,-88.196568,TRUE
2021,AL0020400,Citronelle Police Department,City,MOBILE,AL,31.089754,-88.22756,TRUE
2021,AL0020500,Saraland Police Department,City,MOBILE,AL,30.80567,-88.071266,TRUE
2021,AL0510100,Monroeville Police Department,City,MONROE,AL,31.580332,-87.383266,TRUE
2021,AL0510200,Frisco City Police Department,City,MONROE,AL,31.580332,-87.383266,TRUE
2021,AL0510400,Excel Police Department,City,MONROE,AL,31.580332,-87.383266,TRUE
2021,AL0510000,Monroe County Sheriff's Office,County,MONROE,AL,31.580332,-87.383266,TRUE
2021,AL0520400,Falkville Police Department,City,MORGAN,AL,34.454484,-86.846402,TRUE
2021,AL0520600,Somerville Police Department,City,MORGAN,AL,34.454484,-86.846402,TRUE
2021,AL0520900,Priceville Police Department,City,MORGAN,AL,34.5353,-86.90332,TRUE
2021,AL052119E,Calhoun Community College,University or College,MORGAN,AL,,,TRUE
2021,AL0591100,University of Montevallo,University or College,SHELBY,AL,33.262937,-86.678104,TRUE
2021,AL0590000,Shelby County Sheriff's Office,County,SHELBY,AL,33.262937,-86.678104,TRUE
2021,AL0590200,Columbiana Police Department,City,SHELBY,AL,33.177193,-86.60668,TRUE
2021,AL0590300,Montevallo Police Department,City,SHELBY,AL,33.099293,-86.86463,TRUE
2021,AL0590400,Alabaster Police Department,City,SHELBY,AL,33.24704,-86.81563,TRUE
2021,AL0590600,Pelham Police Department,City,SHELBY,AL,33.262937,-86.678104,TRUE
2021,AL0590900,Harpersville Police Department,City,SHELBY,AL,33.262937,-86.678104,TRUE
2021,AL0600200,Livingston Police Department,City,SUMTER,AL,32.597481,-88.200057,TRUE
2021,AL0600100,York Police Department,City,SUMTER,AL,32.597481,-88.200057,TRUE
2021,AL0600000,Sumter County Sheriff's Office,County,SUMTER,AL,32.597481,-88.200057,TRUE
2021,AL0600500,University of West Alabama,University or College,SUMTER,AL,32.597481,-88.200057,TRUE
2021,AL0640600,Parrish Police Department,City,WALKER,AL,33.791558,-87.301094,TRUE
2021,AL0640400,Dora Police Department,City,WALKER,AL,33.738365,-87.08069,TRUE
2021,AL0640300,Cordova Police Department,City,WALKER,AL,33.791558,-87.301094,TRUE
2021,AL0640200,Carbon Hill Police Department,City,WALKER,AL,33.791558,-87.301094,TRUE
2021,AL0640100,Jasper Police Department,City,WALKER,AL,33.835384,-87.27464,TRUE
2021,AL0640000,Walker County Sheriff's Office,County,WALKER,AL,33.832783,-87.276886,TRUE
2021,AL0660100,Camden Police Department,City,WILCOX,AL,31.990372,-87.302216,TRUE
2021,AL0660200,Pine Hill Police Department,City,WILCOX,AL,31.990372,-87.302216,TRUE
2021,AL0040200,Autaugaville Police Department,City,AUTAUGA,AL,32.536382,-86.64449,TRUE
2021,AL0040000,Autauga County Sheriff's Office,County,AUTAUGA,AL,32.4632,-86.47712,TRUE
2021,AL0050300,Foley Police Department,City,BALDWIN,AL,30.659218,-87.746067,TRUE
2021,AL0050400,Gulf Shores Police Department,City,BALDWIN,AL,30.659218,-87.746067,TRUE
2021,AL0050500,Robertsdale Police Department,City,BALDWIN,AL,30.659218,-87.746067,TRUE
2021,AL0050600,Loxley Police Department,City,BALDWIN,AL,30.659218,-87.746067,TRUE
2021,AL0050700,Silverhill Police Department,City,BALDWIN,AL,30.659218,-87.746067,TRUE
2021,AL0050800,Daphne Police Department,City,BALDWIN,AL,30.599625,-87.898056,TRUE
2021,AL0050900,Summerdale Police Department,City,BALDWIN,AL,30.659218,-87.746067,TRUE
2021,AL0051000,Elberta Police Department,City,BALDWIN,AL,30.659218,-87.746067,TRUE
2021,AL0051100,Faulkner State Community College,University or College,BALDWIN,AL,30.659218,-87.746067,TRUE
2021,AL0051200,Orange Beach Police Department,City,BALDWIN,AL,30.659218,-87.746067,TRUE
2021,AL0051300,Spanish Fort Police Department,City,BALDWIN,AL,30.659218,-87.746067,TRUE
2021,AL0050100,Bay Minette Police Department,City,BALDWIN,AL,30.659218,-87.746067,TRUE
2021,AL0050200,Fairhope Police Department,City,BALDWIN,AL,30.659218,-87.746067,TRUE
2021,AL0060000,Barbour County Sheriff's Office,County,BARBOUR,AL,31.886034,-85.4849,TRUE
2021,AL0060400,Louisville Police Department,City,BARBOUR,AL,31.870253,-85.405104,TRUE
2021,AL0060200,Clayton Police Department,City,BARBOUR,AL,31.870253,-85.405104,TRUE
2021,AL0060100,Eufaula Police Department,City,BARBOUR,AL,31.870253,-85.405104,TRUE
2021,AL0090000,Bullock County Sheriff's Office,County,BULLOCK,AL,32.14111,-85.71614,TRUE
2021,AL0090100,Union Springs Police Department,City,BULLOCK,AL,32.13935,-85.716125,TRUE
2021,AL0110700,Ohatchee Police Department,City,CALHOUN,AL,33.771706,-85.822513,TRUE
2021,AL0110000,Calhoun County Sheriff's Office,County,CALHOUN,AL,33.771706,-85.822513,TRUE
2021,AL0110100,Anniston Police Department,City,CALHOUN,AL,33.771706,-85.822513,TRUE
2021,AL0110200,Jacksonville Police Department,City,CALHOUN,AL,33.813366,-85.76122,TRUE
2021,AL0110300,Piedmont Police Department,City,CALHOUN,AL,33.771706,-85.822513,TRUE
2021,AL0110400,Weaver Police Department,City,CALHOUN,AL,33.771706,-85.822513,TRUE
2021,AL0110800,Jacksonville State University,University or College,CALHOUN,AL,33.798615,-85.761284,TRUE
2021,AL0140100,Clanton Police Department,City,CHILTON,AL,32.854051,-86.726607,TRUE
2021,AL0140400,Thorsby Police Department,City,CHILTON,AL,32.854051,-86.726607,TRUE
2021,AL0140300,Jemison Police Department,City,CHILTON,AL,32.854051,-86.726607,TRUE
2021,AL0140200,Maplesville Police Department,City,CHILTON,AL,32.854051,-86.726607,TRUE
2021,AL0150100,Butler Police Department,City,CHOCTAW,AL,31.990997,-88.248908,TRUE
2021,AL0150000,Choctaw County Sheriff's Office,County,CHOCTAW,AL,31.990997,-88.248908,TRUE
2021,AL0150200,Gilbertown Police Department,City,CHOCTAW,AL,31.990997,-88.248908,TRUE
2021,AL0150300,Pennington Police Department,City,CHOCTAW,AL,31.990997,-88.248908,TRUE
2021,AL0200000,Colbert County Sheriff's Office,County,COLBERT,AL,34.73306,-87.70358,TRUE
2021,AL0200100,Sheffield Police Department,City,COLBERT,AL,34.703112,-87.801457,TRUE
2021,AL020015A,District Attorney:,,COLBERT,AL,,,TRUE
2021,AL0200200,Tuscumbia Police Department,City,COLBERT,AL,34.703112,-87.801457,TRUE
2021,AL0200300,Muscle Shoals Police Department,City,COLBERT,AL,34.703112,-87.801457,TRUE
2021,AL0200400,Cherokee Police Department,City,COLBERT,AL,34.703112,-87.801457,TRUE
2021,AL0200600,Littleville Police Department,City,COLBERT,AL,34.59297,-87.67472,TRUE
2021,AL0200500,Leighton Police Department,City,COLBERT,AL,34.703112,-87.801457,TRUE
2021,AL0210200,Castleberry Police Department,City,CONECUH,AL,31.428292,-86.992029,TRUE
2021,AL0210000,Conecuh County Sheriff's Office,County,CONECUH,AL,31.435986,-86.95452,TRUE
2021,AL0210100,Evergreen Police Department,City,CONECUH,AL,31.428292,-86.992029,TRUE
2021,AL0210300,Repton Police Department,City,CONECUH,AL,31.428292,-86.992029,TRUE
2021,AL0250100,Cullman Police Department,City,CULLMAN,AL,34.131923,-86.869267,TRUE
2021,AL0250500,Wallace State Community College,,CULLMAN,AL,,,TRUE
2021,AL0250000,Cullman County Sheriff's Office,County,CULLMAN,AL,34.131923,-86.869267,TRUE
2021,AL0250200,Hanceville Police Department,City,CULLMAN,AL,34.131923,-86.869267,TRUE
2021,AL0320200,Berry Police Department,City,FAYETTE,AL,33.661625,-87.60143,TRUE
2021,AL0320000,Fayette County Sheriff's Office,County,FAYETTE,AL,33.685856,-87.83186,TRUE
2021,AL0320100,Fayette Police Department,City,FAYETTE,AL,33.716157,-87.764292,TRUE
2021,AL0380400,Columbia Police Department,City,HOUSTON,AL,31.158193,-85.296398,TRUE
2021,AL0380700,Dothan-Houston County Airport Authority,,HOUSTON,AL,,,TRUE
2021,AL0380600,Kinsey Police Department,City,HOUSTON,AL,31.298319,-85.344284,TRUE
2021,AL0380500,Cottonwood Police Department,City,HOUSTON,AL,31.158193,-85.296398,TRUE
2021,AL0380300,Gordon Police Department,City,HOUSTON,AL,31.14179,-85.096176,TRUE
2021,AL0380200,Ashford Police Department,City,HOUSTON,AL,31.158193,-85.296398,TRUE
2021,AL0380000,Houston County Sheriff's Office,County,HOUSTON,AL,31.224411,-85.393456,TRUE
2021,AL0390200,Bridgeport Police Department,City,JACKSON,AL,34.764095,-85.979956,TRUE
2021,AL0390500,Pisgah Police Department,City,JACKSON,AL,34.764095,-85.979956,TRUE
2021,AL0390900,Skyline Police Department,City,JACKSON,AL,34.764095,-85.979956,TRUE
2021,AL0390300,Stevenson Police Department,City,JACKSON,AL,34.867935,-85.837616,TRUE
2021,AL0390400,Hollywood Police Department,City,JACKSON,AL,34.764095,-85.979956,TRUE
2021,AL0450500,White Hall Police Department,City,LOWNDES,AL,32.147888,-86.650586,TRUE
2021,AL0450000,Lowndes County Sheriff's Office,County,LOWNDES,AL,32.147888,-86.650586,TRUE
2021,AL0450100,Fort Deposit Police Department,City,LOWNDES,AL,32.147888,-86.650586,TRUE
2021,AL0450200,Hayneville Police Department,City,LOWNDES,AL,32.147888,-86.650586,TRUE
2021,AL0470900,Huntsville International Airport,Other,MADISON,AL,34.764238,-86.55108,TRUE
2021,AL0470800,Alabama A&M University,University or College,MADISON,AL,34.764238,-86.55108,TRUE
2021,AL0470700,University of Alabama: Huntsville,University or College,MADISON,AL,34.72357,-86.64402,TRUE
2021,AL0470300,Gurley Police Department,City,MADISON,AL,34.764238,-86.55108,TRUE
2021,AL0470600,Triana Police Department,City,MADISON,AL,34.583607,-86.73393,TRUE
2021,AL0470500,Owens Crossroads Police Department,City,MADISON,AL,34.764238,-86.55108,TRUE
2021,AL0470400,New Hope Police Department,City,MADISON,AL,34.764238,-86.55108,TRUE
2021,AL0480700,17th Judicial Circuit Drug Task Force,Other,MARENGO,AL,32.247591,-87.791091,TRUE
2021,AL0480000,Marengo County Sheriff's Office,County,MARENGO,AL,32.247591,-87.791091,TRUE
2021,AL0480100,Demopolis Police Department,City,MARENGO,AL,32.247591,-87.791091,TRUE
2021,AL0480200,Linden Police Department,City,MARENGO,AL,32.247591,-87.791091,TRUE
2021,AL0480300,Thomaston Police Department,City,MARENGO,AL,32.247591,-87.791091,TRUE
2021,AL0480600,Sweet Water Police Department,City,MARENGO,AL,32.247591,-87.791091,TRUE
2021,AL0540100,Aliceville Police Department,City,PICKENS,AL,33.129322,-88.15072,TRUE
2021,AL0540000,Pickens County Sheriff's Office,County,PICKENS,AL,33.296808,-88.096878,TRUE
2021,AL0540500,Pickensville Police Department,City,PICKENS,AL,33.296808,-88.096878,TRUE
2021,AL0540200,Gordo Police Department,City,PICKENS,AL,33.296808,-88.096878,TRUE
2021,AL0540400,Carrollton Police Department,City,PICKENS,AL,33.296808,-88.096878,TRUE
2021,AL0540300,Reform Police Department,City,PICKENS,AL,33.296808,-88.096878,TRUE
2021,AL054015A,District Attorney:,,PICKENS,AL,,,TRUE
2021,AL0570000,Russell County Sheriff's Office,County,RUSSELL,AL,32.289811,-85.18698,TRUE
2021,AL0670300,Addison Police Department,City,WINSTON,AL,34.155888,-87.364147,TRUE
2021,AL0670500,Lynn Police Department,City,WINSTON,AL,34.155888,-87.364147,TRUE
2021,AL0670100,Double Springs Police Department,City,WINSTON,AL,34.155888,-87.364147,TRUE
2021,AL0670000,Winston County Sheriff's Office,County,WINSTON,AL,34.155888,-87.364147,TRUE
2021,AL0670400,Arley Police Department,City,WINSTON,AL,34.155888,-87.364147,TRUE
2021,AL0120400,Valley Police Department,City,CHAMBERS,AL,32.915504,-85.394032,TRUE
2021,AL0120100,Lafayette Police Department,City,CHAMBERS,AL,32.915504,-85.394032,TRUE
2021,AL0120000,Chambers County Sheriff's Office,County,CHAMBERS,AL,32.89985,-85.40123,TRUE
2021,AL0120200,Lanett Police Department,City,CHAMBERS,AL,32.915504,-85.394032,TRUE
2021,AL0130100,Centre Police Department,City,CHEROKEE,AL,34.1512,-85.67609,TRUE
2021,AL0130300,Leesburg Police Department,City,CHEROKEE,AL,34.069515,-85.654242,TRUE
2021,AL0130200,Cedar Bluff Police Department,City,CHEROKEE,AL,34.069515,-85.654242,TRUE
2021,AL0130000,Cherokee County Sheriff's Office,County,CHEROKEE,AL,34.163456,-85.66378,TRUE
2021,AL0180000,Cleburne County Sheriff's Office,County,CLEBURNE,AL,33.671964,-85.516126,TRUE
2021,AL0180200,Ranburne Police Department,City,CLEBURNE,AL,33.671964,-85.516126,TRUE
2021,AL0180100,Heflin Police Department,City,CLEBURNE,AL,33.671964,-85.516126,TRUE
2021,AL0240100,Luverne Police Department,City,CRENSHAW,AL,31.732826,-86.319222,TRUE
2021,AL0240000,Crenshaw County Sheriff's Office,County,CRENSHAW,AL,31.732826,-86.319222,TRUE
2021,AL0240200,Brantley Police Department,City,CRENSHAW,AL,31.732826,-86.319222,TRUE
2021,AL0300400,Flomaton Police Department,City,ESCAMBIA,AL,31.121747,-87.168429,TRUE
2021,AL0300300,East Brewton Police Department,City,ESCAMBIA,AL,31.121747,-87.168429,TRUE
2021,AL0300200,Brewton Police Department,City,ESCAMBIA,AL,31.121747,-87.168429,TRUE
2021,AL0300100,Atmore Police Department,City,ESCAMBIA,AL,31.121747,-87.168429,TRUE
2021,AL0330000,Franklin County Sheriff's Office,County,FRANKLIN,AL,34.441989,-87.842814,TRUE
2021,AL0330100,Russellville Police Department,City,FRANKLIN,AL,34.476738,-87.72945,TRUE
2021,AL0330200,Phil Campbell Police Department,City,FRANKLIN,AL,34.441989,-87.842814,TRUE
2021,AL0330300,Red Bay Police Department,City,FRANKLIN,AL,34.441989,-87.842814,TRUE
2021,AL0420100,Moulton Police Department,City,LAWRENCE,AL,34.48087,-87.29011,TRUE
2021,AL0420500,North Courtland Police Department,City,LAWRENCE,AL,34.529776,-87.321865,TRUE
2021,AL0420300,Courtland Police Department,City,LAWRENCE,AL,34.529776,-87.321865,TRUE
2021,AL0420200,Town Creek Police Department,City,LAWRENCE,AL,34.529776,-87.321865,TRUE
2021,AL0420000,Lawrence County Sheriff's Office,County,LAWRENCE,AL,34.51096,-87.2851,TRUE
2021,AL0500000,Marshall County Sheriff's Office,County,MARSHALL,AL,34.3587,-86.29298,TRUE
2021,AL0500200,Guntersville Police Department,City,MARSHALL,AL,34.36029,-86.29187,TRUE
2021,AL0500500,Grant Police Department,City,MARSHALL,AL,34.309564,-86.321668,TRUE
2021,AL0500600,Douglas Police Department,City,MARSHALL,AL,34.309564,-86.321668,TRUE
2021,AL0500800,Marshall County Drug Enforcement Unit,Other,MARSHALL,AL,34.309564,-86.321668,TRUE
2021,AL0560100,Roanoke Police Department,City,RANDOLPH,AL,33.150887,-85.37395,TRUE
2021,AL0560000,Randolph County Sheriff's Office,County,RANDOLPH,AL,33.296475,-85.464068,TRUE
2021,AL0560200,Wadley Police Department,City,RANDOLPH,AL,33.296475,-85.464068,TRUE
2021,AL0560300,Wedowee Police Department,City,RANDOLPH,AL,33.296475,-85.464068,TRUE
2021,AL0580200,Ashville Police Department,City,ST CLAIR,AL,33.712963,-86.315663,TRUE
2021,AL0580400,Springville Police Department,City,ST CLAIR,AL,33.712963,-86.315663,TRUE
2021,AL0580500,Odenville Police Department,City,ST CLAIR,AL,33.712963,-86.315663,TRUE
2021,AL0580600,Moody Police Department,City,ST CLAIR,AL,33.712963,-86.315663,TRUE
2021,AL0580700,Riverside Police Department,City,ST CLAIR,AL,33.712963,-86.315663,TRUE
2021,AL0580800,Margaret Police Department,City,ST CLAIR,AL,33.712963,-86.315663,TRUE
2021,AL0580900,Steele Police Department,City,ST CLAIR,AL,33.712963,-86.315663,TRUE
2021,AL0580100,Pell City Police Department,City,ST CLAIR,AL,33.712963,-86.315663,TRUE
2021,AL0580000,St. Clair County Sheriff's Office,County,ST CLAIR,AL,33.712963,-86.315663,TRUE
2021,AL0580300,Ragland Police Department,City,ST CLAIR,AL,33.699944,-86.25525,TRUE
2021,AL0230900,Lurleen B. Wallace Community College,,COVINGTON,AL,,,TRUE
2021,AL0230200,Opp Police Department,City,COVINGTON,AL,31.243987,-86.448721,TRUE
2021,AL0230300,Florala Police Department,City,COVINGTON,AL,31.243987,-86.448721,TRUE
2021,AL0230400,Gantt Police Department,City,COVINGTON,AL,31.243987,-86.448721,TRUE
2021,AL0230500,Red Level Police Department,City,COVINGTON,AL,31.243987,-86.448721,TRUE
2021,AL0230600,Lockhart Police Department,City,COVINGTON,AL,31.243987,-86.448721,TRUE
2021,AL0230700,River Falls Police Department,City,COVINGTON,AL,31.243987,-86.448721,TRUE
2021,AL0230100,Andalusia Police Department,City,COVINGTON,AL,31.243987,-86.448721,TRUE
2021,AL0230000,Covington County Sheriff's Office,County,COVINGTON,AL,31.31337,-86.50222,TRUE
2021,AL0010000,Jefferson County Sheriff's Office,County,JEFFERSON,AL,33.553444,-86.896536,TRUE
2021,AL0010100,Bessemer Police Department,City,JEFFERSON,AL,33.396152,-86.95345,TRUE
2021,AL0010300,Mountain Brook Police Department,City,JEFFERSON,AL,33.50124,-86.75607,TRUE
2021,AL0010500,Gardendale Police Department,City,JEFFERSON,AL,33.553444,-86.896536,TRUE
2021,AL0010700,Midfield Police Department,City,JEFFERSON,AL,33.553444,-86.896536,TRUE
2021,AL0010800,Tarrant Police Department,City,JEFFERSON,AL,33.585728,-86.775024,TRUE
2021,AL0011000,Homewood Police Department,City,JEFFERSON,AL,33.479603,-86.791016,TRUE
